sha256,refined_3d_prompt
64a395558f3a80359102721c8e0f5ea21f95bc033d016ddda7c57c38ea6cdace,"Aggressive wedge shape. Matte black body, gloss grey accents. Hexagonal intakes, sharp creases. Low profile tires, dark multi-spoke wheels. Yellow brake calipers. Carbon fiber splitter/diffuser. Dramatic lighting, defined edges. Lamborghini Huracán-inspired, high detail."
64a82d248bb7b16f4825b18046e7d666dc36ade82573c6c81c7053cb2a40ae00,"Dark grey coupe, low/wide. Long hood, short deck. Sculpted fenders, sideblade accent. Circular headlights, thin taillights. Dark bronze 5-spoke wheels. Matte finish, subtle reflections. Clean surfacing, minimal chrome. R8-inspired, aerodynamic form. Studio lit, sharp details."
64f43211927288eb705b04842761cf82eb092afd022e1303c88f39cf81b82a7e,"Compact SUV, soft blue matte, rounded forms. High roof, large windows, flush handles. 5-spoke silver wheels, modest tires. Minimal chrome, black cladding. Integrated headlights/grille, blended taillights. ~4.5m length, 1.8m width. Studio lit, soft shadows, clean surfaces. Volvo XC60-esque proportions."
662cb698b0dcadcda980c055e522ab16db4b6e71b5771ab5c1da2fde3c8592d3,"Metallic azure coupe, low profile, long hood. Sculpted flanks, subtle side vents. Glossy paint, reflective finish. Dark multi-spoke wheels, low-profile tires. Integrated LED headlights/taillights. Quad exhaust, rear diffuser. Fastback roofline, pronounced shoulder. Studio lit, soft shadows. Aston Martin DB9-inspired."
6660644384d671cedc147350446ee477da2429291dcd7879660195fdb523489c,"Lime green Lamborghini Huracán, low/wide. Angular body, sharp creases, hexagonal headlights. Black roof, multi-spoke wheels. Carbon fiber splitter/diffuser. Glossy finish, studio lighting, high contrast. Rear wing, quad exhaust. Visible brake calipers. Aggressive stance, short wheelbase."
6a3580dc193fb119211d70e6275793a108efefedc72a81abcf6f5d521f587f19,"Low, cyan hypercar. Aggressive wedge, sharp edges. Hexagonal intakes, carbon fiber splitter/diffuser. Dark multi-spoke wheels, yellow calipers. Gloss paint, matte carbon accents. Dramatic rear wing, low profile tires. Studio lighting, reflective surfaces. Lamborghini-inspired, angular headlights, minimalist rear."
6c90d375feeecade8223432790528610961c5ede93b9b0b64f4f2e1af22a0893,"Deep blue Nissan Altima sedan, long wheelbase, moderate wedge. “V-Motion” grille, swept LED headlights, chrome trim. 5-spoke silver wheels, glossy paint, subtle body kit. Panoramic sunroof, boomerang taillights. Studio lit, specular reflections, clean surfaces, C-pillar sweep."
6cd180a97da93140f44bad632c2ea30f21781a86e9ceca0f59c9007ecb9ee360,"Here are five prompts, each refined for text-to-image diffusion, adhering to the 200-character limit and focusing on key details. They build upon the initial prompt and explore variations:

1. **Compact hatch, short wheelbase. White upper, electric blue lower. Flush windows, minimal chrome. Silver multi-spoke wheels. Subtle rear spoiler. Glossy paint, sharp lines. Studio lit, 80s rally.** (188 chars)

2. **Boxy hatch, high roofline. White/blue two-tone, sharp divide. Round headlights, square taillights. Silver multi-spoke rims. Small spoiler, dual exhaust. Matte finish, clean, 80s aesthetic.** (196 chars)

3. **Sporty hatch, short deck. White upper, vivid blue lower. Black roof vents, minimal trim. Silver multi-spoke wheels, low profile tires. Glossy paint, integrated spoiler. Studio, high contrast.** (192 chars)

4. **Aggressive hatch, wide stance. White body, electric blue lower. Rectangular lights, subtle grille. Silver multi-spoke wheels. Rear spoiler, twin exhaust. Matte/gloss mix, 80s rally flair.** (196 chars)

5. **Small hatch, high cabin. White upper, metallic blue lower. Flat sides, minimal overhang. Boxy spoiler, circular vents. Silver wheels. Clean"
6d7645240310d3c61ad8216aa64558a7acfd230f160d270925dda980e1b873aa,"R34 Skyline, metallic grey, aggressive widebody. Long hood/short deck, flared arches, rear wing. Dark multi-spoke wheels, low profile tires. Vented bumper, side skirts, diffuser. Flush handles, tinted windows. Studio light, sharp lines, detailed panel gaps. JDM, clean reflections."
6f9d1039e7aa52003047d95fb866f5e7676c9576e4610614cd35ff77f54983b5,"Terracotta/silver CUV, short overhangs, high beltline. Squared shoulders, flush handles. Split headlights, prominent lower grille. 17” dual-tone alloys. Black roof/pillars, minimal chrome. Soft surfacing, glossy finish. Studio lit, specular highlights. ""Urban Cruiser"" badge."
704c474ef147783a026c609922be03878b8ad05e0d8c2800160e933385307eae,"Metallic grey coupe, low slung, long wheelbase. Sculpted fenders, 5-spoke dark wheels, yellow calipers. Slim headlights, integrated DRLs, subtle rear spoiler. Glossy finish, smooth surfaces, minimal gaps. Porsche 911 inspired, studio lit, specular highlights. Modern, aerodynamic form."
71ea7373424a45fd172cd766bad73d8dc1904febf6c2c86cbd13e2946b533fc4,"Low, white hypercar. Wedge profile, sharp creases, black roof. Yellow accents (splitter, diffuser). Silver multi-spoke wheels, low-profile tires. Hexagonal headlights, angled taillights. Glossy paint, carbon fiber trim. Aggressive aero, pronounced intakes. Studio lighting, clean reflections. Wide stance, short wheelbase. Dramatic, modern supercar."
72b4c89d64cb306a0309663a5099e36ba7771a1712f478610da5e4179048168b,"Black full-size SUV, boxy, long wheelbase. Floating roof, minimal chrome. Full-width taillight, panoramic sunroof. Machined alloy wheels, dark accents. Sharp shoulder, flush handles. Studio lit, glossy/matte mix. Range Rover-esque proportions, formal stance."
72beab0139dc7212f63d79822a9a6250fb9e77f81ef86f10e010d92e49146367,"Yellow V12 supercar, low/wide. Aggressive wedge profile, sharp angles, hexagonal intakes. Glossy paint, carbon fiber accents (splitter, wing). Black multi-spoke wheels, large brakes. Defined creases, short deck, Y headlights. Studio lit, high-gloss reflections, dramatic shadows. Muscular fenders."
74fea2b750138fcfebb6dc8b0f3f6028338e300e5b1c3abf4861ca373e387278,"C8 Corvette, Torch Red metallic, mid-engine. Low, wide, aggressive wedge shape. Black multi-spoke wheels, low-profile tires. Angular headlights, quad exhaust, subtle rear spoiler. Glossy paint, carbon fiber accents. Studio lighting, specular highlights, sharp reflections. Long wheelbase, minimal overhangs."
7715691da4fd42f25b62b5a3ffa508a328f441018305e324506c1e059c3df6db,"Matte black racing car, low profile, aggressive stance. Wide body, flared arches, large rear wing (dual-element). Sharp headlights, wide grille, subtle intakes. Black multi-spoke wheels, low-profile tires. Long hood/short deck ratio. Smooth surfaces, minimal chrome. Studio lit, soft shadows, geometric volumes. Hypercar aesthetic."
78a24ccee56811b22af2f167b9f7eea5f2eb4e2873cc1f36cb5f49947dd16866,"White police sedan, long hood, short deck. Aggressive front fascia, dark grey multi-spoke wheels. Red emergency light bar, glossy paint. Flush windows, minimal chrome. Defined shoulder line, rear diffuser. Studio lit, soft reflections, wide track. Muscular haunches, subtle body kit."
79f9dbce0024fa6a447b811fc54771f496bf56adbf164d007cc65f507183309b,"Retro muscle, coral matte. Long hood, short deck, wide stance. Black multi-spoke wheels. Hood scoop, subtle splitter. Quad headlights, black grille. Glossy finish, minimal chrome. Studio lit, soft shadows. Dodge Challenger-inspired, low poly."
7a14c8155c749aca044db23fe824776f69371c4bb0fefc5494a14de6ca19a4a6,"Gloss red Range Rover Sport. Short overhangs, long hood/wheelbase. Black roof/pillars. Split 5-spoke dark wheels. Floating roof, sculpted sides. Minimal chrome, dark trim. Aggressive fascia, integrated headlights. Studio light, sharp reflections, metallic flake. High beltline, muscular fenders. Quad exhaust."
7aa904f55c7b6e975a2e115030f24aed5b3b1e35c29be92eaee96f16b32208fc,"Dark grey hypercar, low & wide. Long wheelbase, short overhangs. Matte finish, sharp creases, pronounced fenders. Active aero: splitter, wing, diffuser. Black multi-spoke wheels, low-profile tires. Circular headlights, subtle intakes. Carbon fiber accents. Studio render, high contrast."
7cafc3ec11fd7c63d805e43042cc5dec31511b0ec84f40669960ae3549a7d9fb,"Azure blue crossover SUV, e-tron Sportback style. Sloping roofline, long wheelbase, short overhangs. Singleframe grille, LED light blade rear. Flush handles, black trim. 5-spoke silver wheels, low-profile tires. Glossy finish, smooth reflections. Subtle shoulder line, coupe-like profile. Studio lit, neutral background. Modern, aerodynamic."
7dc5d50d9ceb1f1ed39b5a991911dcabc667a2ac47faae5cf4255de885e76105,"Coral red, 3-door hatchback. VW Polo-inspired. Short overhangs, high beltline, glossy paint. Silver 5-spoke alloys. Black roof/trim. Subtle mesh grille, flush handles. Compact (~4m), upright stance. Studio lit, soft shadows. GTI-esque rear diffuser, dual exhaust. Minimal chrome. Rounded edges."
7e20f153f404ae6776e8cde114cb60f43bdd7c87cf9aee431424ea4ca5018c75,"Pale blue convertible, long hood/short deck, rounded cabin. Flush doors, subtle chrome. Silver multi-spoke wheels, low profile tires. Coral interior, soft-top retracted. Glossy paint, studio lighting, soft shadows. Wide stance, compact wheelbase. Minimal detailing, smooth surfacing. Round taillights, dual exhaust."
7edeb29a63673260d9d00f3e8879d639fc6ab572d45c00b8b68f92a20ac1905f,"Black, boxy JDM sedan. Long wheelbase, low roofline, sharp creases. Gold mesh wheels, thin tires. Rectangular lights, minimal chrome. Flat panels, flush handles. Gloss black paint, studio lighting, distinct reflections. 80s aesthetic, subtle flares."
7f21d6849134bdd944b5440c33b70024d0a4e00e6a542b3da7e2c68778ae2d77,"Dark grey hypercar, low profile, long wheelbase. Dihedral doors, active rear wing, aggressive splitter. Matte finish, subtle creases. Black multi-spoke wheels, large brakes. Integrated headlights, minimalist taillights. Carbon fiber accents, gloss black trim. Studio lighting, specular highlights, soft shadows. Aerodynamic sculpting, defined intakes. Muscular fenders, low stance. High detail, realistic rendering."
81a50238a2c894afbda762e2cfa6f89d430561e7488fc973cfecbf8c3fd9fc26,"Yellow mid-engine roadster. Low profile, wide track. Exposed chassis, rounded fenders. Dark multi-spoke wheels. Aggressive splitter, rear wing. Circular headlights, minimal glazing. Gloss paint, sharp edges. Studio lit, clean reflections. Organic surfacing, lightweight aesthetic. Short wheelbase, high shoulders."
833285d885982478fcec52907b353c2df8205ca64ca7a563bf1a454f7e4ae106,"Wedge-shaped, low profile, matte white. Long hood, flared fenders, pop-up headlights. Black mesh grille, side intakes. Large rear wing, circular taillights. Silver multi-spoke wheels, low tires. Sharp edges, studio lighting, minimal chrome. 80s supercar, DeLorean influence."
84a3a80f00e5deb0e0a7c6e4138dac019a05e9a3dcda09addeb8258478463ee8,"Boxy white rally car, short wheelbase, wide track. Blue/red/orange racing stripes, “Michelin” decals. Rectangular headlights, flared arches, matte finish. 5-spoke wheels, rally tires. Roof spotlights, #7 visible. High-contrast studio lighting, sharp edges, glossy accents."
8681db0510fde5c2dfa61682cd0f1386b310755931fd8e24069e1c56f7d4d706,"Red, low-slung coupe. Matte finish, wide stance. Rounded forms, short overhangs, fastback roof. Circular headlights, central intake. 5-spoke silver wheels. Minimal chrome, smooth surfaces. Subtle side intakes. Porsche 914-like proportions, wider. Studio lit, soft shadows. Clean rear deck."
88579594d71099bdb65f33e14405918abba497ae52316cf4979300ed8d95f22d,"Electric blue sports car, low profile, long wheelbase. Layered body, sharp creases, butterfly doors. Gloss finish, matte black roof. Vibrant pink alloy wheels, thin spokes. Laser headlights, layered tail lights. Studio lighting, specular highlights. Aerodynamic, i8-inspired."
88cf88d2ec06f6cf983d5e02116369797e5ad9a574072922f9c3e3aa87ca8ec6,"Cream roadster, long hood/short deck. Round headlights, wire wheels, side exhaust. Glossy paint, subtle curves, low stance. Red interior, minimal trim. Classic sports car, 60s aesthetic. Aggressive front, flared fenders. Studio lit, clean reflections. Wide track, compact wheelbase."
8a44b5d40d391f20e06956cc5256a40f697a3cae7e482d39020849594fb795c0,"Aggressive, low hypercar. Yellow metallic, sharp angles. Long wheelbase, wide track. Large rear wing, multi-element diffuser. Dark wheels, low-profile tires. Hexagonal intakes. Gloss black roof. Carbon accents. Dramatic sculpting, specular highlights. Studio lighting, detailed surfacing."
8af16ff7ce5e40f8560dad136e4a8273132c6c016ca84e0b15d3f04918c21c2f,"Low, white supercar. Wedge profile, short overhangs, long hood. Circular headlights, side intakes. 5-spoke silver wheels. Rear diffuser, subtle wing. Smooth, glossy body. Studio lit, soft reflections. Aggressive stance, wide track. Minimal trim, clean surfaces. McLaren P1 inspired. EU plate."
8cf3f5174a7821f3474c55cf45a71c77608acf46edb1eedfa83d794b213cf6f7,"White Z32 300ZX, widebody, gold TE37 wheels. Low, long profile, flared arches. Black carbon fiber hood/wing. Gloss white paint, quad taillights, dual exhaust. Red racing seats visible. Studio lit, metallic sheen, clean panel gaps. Aggressive, sporty proportions. JDM tuning."
8cfaf915b5b0ef93773e1798cc5c70a6f35d9beea2e6b73e5317cebebfb9f389,"Crimson metallic low-slung coupe. Long wheelbase, wide track. Smooth, flowing surfaces, minimal gaps. Black multi-spoke wheels, blue calipers. Flush doors, tinted canopy. Integrated diffuser, quad exhaust. Glossy finish, sharp reflections. Studio lighting, high contrast. Aerodynamic, fastback roofline. Hypercar aesthetic."
8fd8af7027fd03a2c76c8dc15691bb9825c80147c357e923e55e116f0d76badf,"Rosso Corsa Ferrari 488 GTB. Low, wide. Sculpted intakes, circular tails, dual exhaust. Dark multi-spoke wheels, red calipers. Glossy paint, sharp reflections. Aggressive diffuser, low stance, short overhangs. Studio lit, high fidelity, smooth surfaces. Carbon accents."
92daade1fa09f5d320a1b624dd1ae05eb2544f55dfac8f47dc4bc4a3ed428eb4,"Magenta 80s coupe. Long hood/short deck, boxy, flush windows, pop-up headlights. 5-spoke alloys, minimal trim. Glossy magenta paint, studio lighting, sharp reflections. Angular, planar surfaces. Compact wheelbase, wide track. JDM aesthetic."
9415960896e1726a20bf5828102fabbd81603d77bc54fe7eec9ae309bb65045e,"White Nissan GT-R, low-poly, aggressive stance, short deck/long hood. Rainbow iridescent gradient hood/roof. Black multi-spoke wheels, red calipers. Defined fenders, subtle rear wing. Glossy finish, studio lit, sharp creases. Quad taillights, dual exhaust. Colorful decals (green ""E"", purple chevron)."
9668d68a0b32e6bf96dbfd2e0fbd5e2e82fd67fad4b156d74f36f795fbc7b88e,"Turquoise VW Touareg, boxy SUV, short overhangs, long wheelbase. Chrome roof rails, silver 5-spoke wheels, red calipers. Dark-tinted windows, subtle cladding. Glossy paint, moderate flake. High beltline, upright stance. Studio lit, clean reflections. First-gen aesthetic."
96e74faa901cc80eb8adc7a0c9f57be2538c1a54f9b8b5234b2aa028ee79c089,"Matte grey hypercar, aggressive wedge, short overhangs, long wheelbase. Sharp angles, copper turbine wheels, exposed intakes. Minimalist LEDs, carbon accents. Low cabin, rear diffuser, central exhaust. Studio lit, detailed surfaces, aerodynamic."
9820150d74ca8d46a425663799411d5b7d40f18e16930f9d79f07ce8f2d0ccd1,"Electric blue, low-slung sports car. Rounded, bulbous body, short overhangs. 5-spoke silver wheels, red calipers. Glossy paint, minimal chrome. Circular headlights, subtle intakes. Wide track, low profile. Studio lit, smooth reflections. Clean lines, sculpted haunches. Simplified details, dynamic stance."
982290e04faf433efac6987b65527766fc0d380761bb3d01a25223f988a98c68,"Gunmetal grey GT coupe, low & wide. Long hood, fastback roof, short deck. Black multi-spoke wheels, orange calipers. Aggressive splitter, subtle vents. Dark tinted windows, glossy finish. Studio lit, sharp reflections, muscular fenders, defined lines. Minimal chrome."
9afca613957485e3af98ea718cb0c941cbd12255ef76f42b505ccf5fe357c56b,"Vibrant yellow 5th-gen Camaro, fastback coupe. Aggressive stance, short deck, long hood. Black 5-spoke wheels, low-profile tires. Glossy paint, chrome window trim. Defined fenders, angular headlights. Dual exhaust, subtle spoiler. Studio lit, specular highlights, sharp reflections. Wide track, compact wheelbase."
9e70111eb06bb3a39cb7c80269a286de8287a6b848e346c53a461addd0e15987,"Crimson matte sedan, long wheelbase, short overhangs. Flush doors, rounded forms. Horizontal headlights, dark grey sunroof. 5-split spoke alloy, minimal chrome. Smooth shoulder line, tapering rear. Studio lit, soft reflections. Tesla Model 3 influence, vibrant magenta undertones. Aerodynamic, fastback profile. Deep rose-red, glossy accents."
a358537359c8b72573d9795d4c182cb0232e0c6bbee3232d9d6ee9223382f71e,"Boxy full-size SUV, taupe metallic paint, long wheelbase, high roofline. Chrome roof rails, split 5-spoke silver wheels. Rectangular taillights, upright rear. Subtle chrome accents, matte trim. Tahoe/Escalade inspired, studio lit, soft reflections. Dusty rose undertones."
a36ab63e2c5e7e23d4b4adaab1881b85335e3a9e7de56e283241bd821ba00ebb,"Dark grey convertible, long hood/short deck. Sculpted sides, pronounced haunches. Silver multi-spoke wheels, red interior. Gloss paint, chrome trim. Low stance, wide track. Circular headlights, dual exhaust. Studio lighting, soft reflections. Minimal gaps, flowing surfaces. Aggressive front, clean rear. Detailed cabin."
a39298e1320b210bd00b3e8b8c0af65a79e67e282461e7176ac6a9dd5d23ff76,"Dark grey GT coupe, long hood/fastback. Wire wheels, subtle chrome trim, round headlights, minimal overhangs. Polished surfaces, soft studio light. Classic proportions, low stance, flush glass. Subtle rear haunch, dual exhaust. Matte finish, refined silhouette."
a480536a55cea70a3f3229f37f2856a5a194b235450280f306d11e4b7e4a7f34,"Red/black Bugatti Veyron, long wheelbase, low profile. Glossy red body, matte black roof/C-pillar. Silver multi-spoke wheels. Quad headlights, horseshoe grille. Carbon fiber accents, sharp creases, flowing lines. Studio lit, specular highlights, high-gloss clearcoat. Dramatic, aerodynamic."
a60d834f5deecbb2c81f3506ae08df4562f150a81741a25789504a97d3faebef,"Ruby red sports coupe. Aggressive aero: splitter, skirts, wing. Low stance, wide track. 5-spoke silver wheels, low-profile tires. Gloss paint, sharp lines. Short wheelbase, long hood/short deck. Dark tinted windows, black roof. Studio lighting, defined reflections."
a81990a30bf3336e7272fc29503a554cb792b1e6217137b0aa71e90f3e1cbcf9,"Dark grey matte hypercar. Aggressive, low profile. Hexagonal intakes, sharp body lines. Purple underglow, carbon fiber splitter/diffuser. Black multi-spoke rims, low-profile tires. Short wheelbase, wide track. Angular headlights, minimalist taillights. Studio lighting, high detail, clean reflections."
a8a369b05ff74b2254157491fe8fa9a9dd0cdce3af6a62001e2268f6fe8e2954,"Yellow hypercar, low stance, long wheelbase. Dihedral doors, pronounced splitter, active aero. Gloss black wheels, yellow calipers. Carbon fiber accents, flowing bodywork. Integrated rear wing, aggressive diffuser. Reflective paint, sculpted surfaces. Studio lighting, sharp edges, minimal gaps. Mid-engine layout."
aa9ece74131abc34ad5e4bf59d805113814d29fde8bbc8053a73f8a27cccbdcd,"Bright yellow 2016-2023 Camaro coupe. Low, wide stance, short deck, aggressive cabin. Black roof, splitter, side skirts. 5-spoke silver wheels. Gloss paint, defined lines. HID/LED lights. Studio lit, sharp reflections. Muscular, fastback."
ab0a9c9252daa69d876e3f01500783b2c6bb70aa7e43b7986aef8c37c399d5c0,"Electric blue convertible supercar. Low, wide stance. Aggressive aero: splitter, diffuser, large rear wing. Dark grey multi-spoke wheels, red calipers. Glossy paint, subtle carbon fiber. Hexagonal headlights, Y-tailights. Studio lighting, sharp reflections. Dramatic sculpting."
ab7a1c72f9b4a2c8c254f827d03813f5be43d7669a354bfa919bdf8b32c76ae0,"Cyan matte GT-R. Low, wide body. Aggressive aero: splitter, diffuser, rear wing. Black multi-spoke wheels, red calipers. Long hood, short deck. Circular taillights, quad exhaust. Studio lit, sharp edges, detailed vents. Minimal chrome, smooth surfaces. Sculpted fenders, high beltline."
abbb14c0af9322872acd895cc7a18eb649141e5b5cecf6ded42ed8ac28108211,"Crimson red, low-slung GT coupe. Long wheelbase, short overhangs. Glossy paint, subtle metallic flake. Dark tinted canopy, flush handles. Silver multi-spoke wheels, low-profile tires. Aggressive splitter/diffuser. Studio lit; highlights curves, soft shadows. Minimalist, clean surfaces. Fastback roofline."
ac2f84301000f80e57db091ed0c84b5e0a964e6db1461518a88354dac4ab7927,"Silver 4-door fastback, long wheelbase, low roofline. “Thor’s Hammer” LEDs, concave grille. Flush handles, panoramic sunroof. Complex 5-spoke alloys. Smooth surfacing, metallic paint, studio lighting. Volvo aesthetic, subtle shoulder line, minimal chrome. Glossy finish."
ac992fff80e75544ce24c674e3e724b075ce8cb6336a6fdafd3a898b1d8e8c64,"White BMW E30 sedan, boxy profile, short deck/long hood. Kidney grille, squared headlights, thin pillars. 5-spoke silver wheels. Subtle chrome trim, flush glazing. Glossy paint, soft reflections, studio lighting. Moderate width, compact wheelbase. Hofmeister kink prominent. Clean lines, 80s aesthetic."
acb8f9ffc8252b227bd0a72d6606787aec1c69d19110319b9d882ae1c00139a6,"Yellow coupe, aggressive stance. Long hood, fastback roof, short deck. Dark grey multi-spoke wheels, red calipers. Glossy paint, defined shoulder line. Minimal chrome, black roof. Pixelated headlights/taillights. Low profile, studio lit, clean reflections. Mustang-inspired, simplified forms."
ad78397d897376f859d9b76ce4c8e69cad85f8b3332641bddd229f1ab335ddc5,"Pearl white MkIV Supra, low/wide. Rounded fenders, subtle spoiler, flush fitment. Black multi-spoke wheels, red calipers. Pop-up lights retracted. Glossy paint, minimal chrome. Long hood, short deck, fastback roof. Studio lit, soft shadows, sharp panel gaps. Iconic JDM, aggressive stance."
ae0796541c5ef1b81c77d86bf7e056870faa530a6c572bcc7fbeefe7fe9231a6,"White Nissan Leaf, compact hatchback. Sloped roof, black pillars. Moderate wheelbase, short overhangs. V-Motion grille, ‘boomerang’ headlights. Dark alloy wheels, 5-spoke. Glossy paint, minimal chrome. Flush handles, integrated spoiler. Studio lighting, clean reflections. Modern surfacing, subtle sculpting. Electric vehicle cues."
afa27abc495a301d9bf5dc1bfd623979f0f147efda12ad5967737a32dcef9314,"Alpine white SUV, boxy silhouette, short overhangs. High roofline, flat hood, rounded headlights. 5-spoke alloy wheels, silver finish. Black cladding, subtle chrome trim. Glossy paint, studio lit, clean reflections. Proportionally similar to early Volvo XC90. European plates."
b016425e90ef02f791f0dd0aaf7be6eaa2daf572f287082a6c6ab34dea290065,"Red, compact performance sedan. Aggressive fascia, angled headlights, short deck, high beltline. 5-spoke silver wheels, low-profile tires. Glossy paint, minimal chrome. Subtle rear spoiler, dark tinted windows. Studio lighting, smooth reflections. Simplified, stylized. Ratio 1:1.7."
b0447d599fdd3604b706adda7e6c52a271a8db2cd571f9da3fddde0fb3451c83,"Ruby red Porsche 911 (991) GT3 RS. Low, wide. Black roof stripe, large rear wing, twin-exhaust. Dark grey multi-spoke wheels. Glossy paint, subtle carbon. Round headlights, aggressive splitter. Studio lit, sharp reflections. Aerodynamic."
b1182ca15a9352f9508d26b24957748a0f936e001ec19fe74225d4f0308cc8f6,"Aggressive, low-slung supercar. Matte black carbon fiber, sharp angles, Y-shaped headlights. Wide track, short overhangs. Hexagonal intakes, gold accents. Large rear wing, dual exhaust. Low roofline, dark multi-spoke wheels. Studio lit, high contrast, carbon weave detail."
b1b906a6b959bc44851b650787cfc13792fa2d4f73136cce4f329d5f376e2877,"Ruby red mid-size sedan, long wheelbase, short deck. Angular headlights, trapezoidal grille, chrome. Glossy paint, silver multi-spoke wheels, black tires. Fastback roofline, defined C-pillar. Smooth reflections, soft studio lighting. Minimal chrome, clean surfacing. Modern, sporty."
b40ae6b0f60aca70509188c3c844ae80418d94729cb789b14e2ce887c06948a0,"FD Mazda RX-7, vibrant yellow. Low, wide, long-hood/short-deck. Retracted pop-up lights, circular taillights. 5-spoke silver wheels. Glossy paint, subtle aero, rear wing. Rotary engine aesthetic. Studio lit, smooth surfaces, minimal chrome."
b7e5d7ad1859df087feef7c03261365f1807a69ff0ff3afcb739f00ea4e80a35,"Rosso Corsa supercar, F50/FXX blend. Low, wide, long wheelbase. Aggressive stance, central intake, rear wing. Dark multi-spoke wheels, red calipers. Glossy paint, carbon fiber accents, sharp edges. Quad exhaust, circular taillights. Studio lit, specular highlights. Organic forms, aerodynamic. High detail."
b869f61af3e22d427d63638f13035f1917858eddb2713146c8345f89505fbcca,"Matte graphite FD RX-7. Long hood/short deck, fastback, subtle rear wing. Circular taillights, dark 5-spoke wheels, low profile tires. Flush fit, minimal gaps. Low ride height, wide stance. Studio lit, soft reflections, emphasize curvature. Aggressive, aerodynamic."
b87f26cb18088ad71def870432adb68a8867020c46f1f6ed4ae6eb107d2f6d38,"Magenta Porsche 911 GT3 RS, low wide. Black roof/hood. Large rear wing, central exhaust. Gold multi-spoke wheels. Matte finish, glossy accents. Aggressive aero, short wheelbase. Studio lit, sharp reflections. Detailed vents, flush door handles. 992 proportions."
ba6e52cf28e369cedb1af353b1ff68735fa738d9b226b2cd7af234e479f59a02,"Metallic deep blue GT-R R35. Aggressive stance, long hood/short deck. Black multi-spoke wheels, red calipers. Quad circular lights, rear diffuser. Matte finish, sharp bodylines. Studio lit, highlights sculpted fenders. Flush doors, low profile. Compact cabin, fastback roof. Subtle spoiler."
baad0bec1b928106aa0c9a1ca733d506ad71689140f57467ef5e9c2d067a17f3,"Boxy orange sedan, VW Jetta-esque. Short wheelbase, wide track. Gold mesh wheels, low-profile tires. Matte finish, minimal chrome. Rectangular lights, flush handles. Subtle bodykit, black trim. Intercooler visible. Studio lit, even illumination, sharp edges. 80s tuning aesthetic."
bb1d73d3cc1ab3dc31b146a651fa2d6da38452780671ab22a884f1b64badf578,"Royal blue E30 coupe, boxy, short deck/long hood. Flush windows, minimal chrome. Dark grey 5-spoke wheels, low offset. Rectangular taillights, subtle spoiler. Glossy paint, studio lit, sharp creases. Low-poly 3D render, clean surfaces."
bbb902e3476cc966878e8377d512f6ed9c3508c9ef35b33180caca5bb31a627c,"Bright blue station wagon. Boxy, long wheelbase, short overhangs. Round headlights, small fog lights. Silver 5-spoke wheels. Flush windows, dark trim. Matte blue paint, clean surfaces. Simplified form, low-poly. Studio lighting, even illumination. Red accents (rear/sides). Minimal detail."
bc1d4b858965672cfcd6a8ec1721cd818e3c66eb2a283effd5201a938891b70d,"Pale blue metallic coupé, wedge profile, short deck. Rounded headlights, flush grille, minimal chrome. Silver steel wheels, thin spokes. Clean surfacing, subtle shoulder line. Fastback roofline, Kammback rear. Studio lit, glossy finish, soft reflections. 70s Italian sports car aesthetic."
bc75bef7b3803324994be00e2aa7f796f69f1bf4ea28010cd75d29e7ef36c81b,"Hypercar, vivid red, matte finish. Low profile, wide track, short overhangs. Sharp headlights, aggressive splitter. Large rear wing, central exhaust. Black multi-spoke wheels, low-profile tires. Sculpted fenders, side intakes. Carbon fiber accents, angular bodywork. Studio lighting, specular highlights."
bcc6e4b9a2b6304f7a2952474f463442484005030a0f5f408094a629c6cf21e5,"Blue/yellow GT racecar, long low profile. #17, PBS/Roccat decals. Gloss blue, matte yellow. Large rear wing, aggressive splitter, carbon accents. Multi-spoke wheels. Sharp lines, flared arches. Studio light, metallic sheen, detailed livery. GT3 style."
bee04d726e36f98889c1ddd1cd229c470c284233f313d4e137e2a8fe5dd733a3,"R34 Skyline, vibrant blue metallic, long hood/short deck. Circular headlights, subtle flares, rear wing. 5-spoke silver wheels, low profile tires. Glossy finish, flush windows, minimal chrome. Studio lit, defined edges, aggressive stance. Wide track, compact wheelbase."
bee08bf8712394d4adf2ac8e741cafc4280690b9304eba32a9da5b87c199fa07,"Vibrant yellow coupe, low profile, sleek silhouette. Gloss paint, black roof. Aggressive front fascia, angular headlights. Dark multi-spoke wheels, blue calipers. Quad exhaust, rear diffuser. Long hood, short deck, wide stance. Clean surfaces, subtle BMW surfacing. Studio lit, smooth reflections."
bfed9a425e682239c2d1cf492aba156b764d1f1cdb7333cd3265addea3a58f23,"Dark grey sports coupe, low/wide stance, long hood, fastback roofline. Smooth, sculpted surfaces, minimal panel gaps. Round headlights, subtle air intakes. Red-accented multi-spoke wheels, dark brake calipers. Glossy paint, diffuse studio lighting, soft reflections. Porsche 911/Cayman inspired, clean modern aesthetic."
c1ea3d7b5e57aef73d0bae2476f1a48b045e5a99b488ae72a7f47257b3151fc2,"Crimson, low-slung supercar. Wedge profile, sharp angles, open scissor doors. Glossy Rosso Mars red, carbon fiber roof. Black multi-spoke wheels, low-profile tires. Hexagonal intakes, aggressive diffuser. Short wheelbase, wide track. Studio lit, high reflectivity, detailed panel gaps. Lamborghini-esque."
